HGNC_SYMBOL	GENE
PHPT1	DKFZp564M173
RSL1D1	DKFZP564M182
PDCL	DKFZp564M1863
SERBP1	DKFZP564M2423
R3HCC1	DKFZp564N123
PNKD	DKFZp564N1362
POM121L12	DKFZp564N2472
ANKMY2	DKFZP564O043
DCAF13	DKFZP564O0463
RBM48	DKFZp564O0523
PARM1	DKFZP564O0823
NGDN	DKFZP564O092
CHMP2B	DKFZP564O123
INTS14	DKFZP564O1664
DDX47	DKFZp564O176
FGFR1OP2	DKFZp564O1863
ADGRF5	DKFZp564O1923
SYF2	DKFZp564O2082
ABHD14A	DKFZP564O243
LCOR	DKFZP564P1916
FAM49A	DKFZP566A1524
RPL36	DKFZp566B023
NECTIN3	DKFZP566B0846
GADD45B	DKFZP566B133
RNF19A	DKFZp566B1346
NECAP1	DKFZP566B183
SZRD1	DKFZp566C0424
KBTBD2	DKFZP566C134
YIPF3	DKFZp566C243
ANKRD13C	DKFZP566D1346
ANAPC13	DKFZP566D193
FSTL5	DKFZp566D234
RRN3	DKFZp566E104
REXO2	DKFZP566E144
CATSPERZ	DKFZP566E164
RIBC2	DKFZp566F0546
DPCD	DKFZP566F084
ZBTB20	DKFZp566F123
CSRNP1	DKFZp566F164
EPC2	DKFZP566F2124
TUBB2B	DKFZp566F223
NOL4L	DKFZP566G1424
CLIC4	DKFZP566G223
RNF167	DKFZP566H073
SUMF2	DKFZp566I1024
FAHD1	DKFZP566J2046
RWDD3	DKFZP566K023
PTPN20	DKFZP566K0524
CNRIP1	DKFZP566K1924
FAM160A2	DKFZP566M1046
SLC10A7	DKFZp566M114
TMEM163	DKFZP566N034
DHRS7B	DKFZp566O084
NSL1	DKFZP566O1646
ZNF101	DKFZp570I0164
ZNF439	DKFZp571K0837
ZNF658	DKFZp572C163
METTL7A	DKFZP586A0522
TMEM184B	DKFZP586A1024
C1QTNF5	DKFZp586B0621
KIF1BP	DKFZP586B0923
AKAP8	DKFZp586B1222
TKFC	DKFZP586B1621
TES	DKFZP586B2022
TRPC4AP	DKFZp586C1223
SPPL3	DKFZP586C1324
HCST	DKFZP586C1522
ABTB2	DKFZP586C1619
RCHY1	DKFZp586C1620
CDYL	DKFZP586C1622
TMEM126A	DKFZp586C1924
CCDC28A	DKFZp586D0623
LDLRAP1	DKFZp586D0624
GIMAP2	DKFZp586D0824
EEF1AKMT3	DKFZP586D0919
MTUS1	DKFZp586D1519
ATG4B	DKFZp586D1822
POT1	DKFZp586D211
MED20	DKFZp586D2223
PRKD2	DKFZP586E0820
SLC26A6	DKFZp586E1422
COG4	DKFZP586E1519
SMIM8	DKFZP586E1923
MXRA8	DKFZp586E2023
C2CD2	DKFZP586F0422
FAM229B	DKFZp586F0922
MYRIP	DKFZp586F1018
EDRF1	DKFZp586F1019
RBM19	DKFZp586F1023
SH3YL1	DKFZP586F1318
POLDIP2	DKFZP586F1524
SLC25A24	DKFZp586G0123
TRAF3IP2	DKFZP586G0522
ZNF385A	DKFZp586G1122
MAF1	DKFZp586G1123
MTHFD1L	DKFZP586G1517
C1orf43	DKFZp586G1722
POM121	DKFZP586G1822
TMEM43	DKFZp586G1919
IL33	DKFZp586H0523
RAP1B	DKFZp586H0723
TMEM131L	DKFZp586H1322
PAMR1	DKFZP586H2123
TRAF7	DKFZp586I021
ATG10	DKFZP586I0418
CCZ1B	DKFZP586I1023
WWTR1	DKFZp586I1419
EIF2B4	DKFZP586J0119
NPDC1	DKFZp586J0523
INTS1	DKFZp586J0619
HDAC7	DKFZP586J0917
TNS1	DKFZp586K0617
FIP1L1	DKFZp586K0717
SENP3	DKFZP586K0919
NOL11	DKFZP586L0724
OLFML2B	DKFZP586L151
ABI3BP	DKFZP586L2024
POLR1A	DKFZP586M0122
CCDC9	DKFZP586M1019
DRC3	DKFZP586M1120
EMILIN1	DKFZp586M121
TPGS2	DKFZP586M1523
GPAT4	DKFZp586M1819
FAM32A	DKFZP586O0120
ASCC2	DKFZp586O0223
RAPGEF2	DKFZP586O1422
LRIG1	DKFZP586O1624
NLRP1	DKFZp586O1822
C2CD3	DKFZP586P0123
L3MBTL1	DKFZp586P1522
NUDT13	DKFZp586P2219
POM121	DKFZP586P2220
MAIP1	DKFZp666A212
SAXO2	DKFZp666G057
URGCP	DKFZp666G166
GAS6	DKFZp666G247
PTCD3	DKFZp666K071
SPAG16	DKFZp666P1710
TIGIT	DKFZp667A205
EBF3	DKFZp667B0210
PDE12	DKFZp667B1218
KATNAL2	DKFZP667C165
C1orf198	DKFZp667D152
CEP95	DKFZp667E1824
RALGAPA1	DKFZp667F074
CRYBG3	DKFZp667G2110
GIMAP8	DKFZp667I133
ZNF783	DKFZp667J212
NABP1	DKFZp667M1322
ATAD2	DKFZp667N1320
NXF1	DKFZp667O0311
ZDHHC18	DKFZp667O2416
ANKRD36C	DKFZp667P0924
LIMCH1	DKFZP686A01247
HMGB1	DKFZp686A04236
NIPAL1	DKFZp686A06115
GTPBP10	DKFZP686A10121
NRK	DKFZp686A17109
SLC46A3	DKFZp686A1775
GATS	DKFZp686B07267
ZNF568	DKFZp686B0797
RETREG3	DKFZp686B1036
SACS	DKFZp686B15167
CCDC66	DKFZp686C0433
RPL21	DKFZp686C06101
ZBTB41	DKFZp686C06120
FOSB	DKFZp686C0818
MSRB3	DKFZp686C1178
ARHGEF7	DKFZp686C12170
EYA3	DKFZp686C132
FMN1	DKFZP686C2281
TMCO4	DKFZp686C23231
ACTBL2	DKFZp686D0972
PRICKLE2	DKFZp686D143
CHD2	DKFZp686E01200
LARP1B	DKFZp686E0316
NUDCD2	DKFZp686E10109
SAMD7	DKFZp686E1583
FRYL	DKFZp686E205
SMIM15	DKFZP686E2158
ZNF879	DKFZp686E2433
AFMID	DKFZp686F03259
KIAA0825	DKFZp686F0372
ZNF600	DKFZp686F06123
FAM221A	DKFZp686F0810
RBM33	DKFZp686F102
HEPHL1	DKFZp686F22190
VWA3B	DKFZp686F2227
DENND2C	DKFZp686G0351
ARID2	DKFZp686G052
GBP6	DKFZp686G0786
DAP3	DKFZp686G12159
RBKS	DKFZp686G13268
ZNF320	DKFZp686G16228
ZNF551	DKFZp686H1038
MISP	DKFZp686H18209
C16orf71	DKFZp686H2240
ALS2CL	DKFZp686I0110
SPTY2D1	DKFZp686I068
COL4A2	DKFZp686I14213
ZNF772	DKFZp686I1569
RGPD5	DKFZp686I1842
POTEC	DKFZp686J0529
FAM109B	DKFZp686J07229
DNHD1	DKFZp686J0796
FREM2	DKFZp686J0811
AAK1	DKFZp686K16132
SPINK5	DKFZp686K19184
ARRB2	DKFZp686L0365
MIER3	DKFZp686L09111
LIN54	DKFZp686L1814
FAM122B	DKFZp686L20116
WDR44	DKFZp686L20145
MRNIP	DKFZp686L2452
TJP1	DKFZp686M05161
KIAA0100	DKFZp686M0843
FREM1	DKFZp686M16108
CD68	DKFZp686M18236
BCAP29	DKFZp686M2086
PLEKHA7	DKFZp686M22243
TIPARP	DKFZp686N0351
SPRYD4	DKFZp686N0877
FOPNL	DKFZp686N1651
ZNF30	DKFZp686N19164
DCUN1D3	DKFZp686O0290
URGCP	DKFZp686O0457
ANKRD33	DKFZp686O1689
TMEM44	DKFZp686O18124
NCR3LG1	DKFZp686O24166
WIPI2	DKFZp686P02188
RGPD4	DKFZp686P0288
RNF6	DKFZp686P0776
TAGLN	DKFZp686P11128
MBLAC2	DKFZp686P15118
HEATR5B	DKFZp686P15184
MSL1	DKFZp686P24239
PARS2	DKFZp727A071
KANSL1	DKFZP727C091
PHF19	DKFZP727G051
FAM200A	DKFZp727G131
GPSM1	DKFZP727I051
RPAP1	DKFZP727M111
TRPC4AP	DKFZP727M231
OTUD5	DKFZp761A052
PGBD5	DKFZp761A0620
SASS6	DKFZp761A078
FLYWCH1	DKFZp761A132
LRRC4B	DKFZp761A179
HDAC10	DKFZP761B039
PSD2	DKFZp761B0514
CCDC149	DKFZp761B107
ZNF664	DKFZp761B128
FYTTD1	DKFZp761B1514
DIRAS2	DKFZp761C07121
SLF1	DKFZp761C121
GPBP1	DKFZp761C169
VEZT	DKFZP761C241
FAM234A	DKFZP761D0211
TBC1D15	DKFZp761D0223
MPP2	DKFZp761D0712
RNF111	DKFZP761D081
MMP16	DKFZp761D112
SGIP1	DKFZp761D221
SUSD1	DKFZP761E1824
AP5B1	DKFZp761E198
TIGD6	DKFZp761E2110
JMJD1C	DKFZp761F0118
UTP3	DKFZp761F222
CCDC3	DKFZp761F241
IWS1	DKFZp761G0123
PPM1K	DKFZp761G058
HPCAL4	DKFZp761G122
ZNF506	DKFZp761G1812
NRIP2	DKFZP761G1913
PI4K2A	DKFZP761G1923
ATXN7L3	DKFZp761G2113
SVOP	DKFZp761H039
RUNDC1	DKFZp761H0421
ARL13B	DKFZp761H079
RRAGD	DKFZP761H171
RNF208	DKFZP761H1710
BANP	DKFZp761H172
PRICKLE4	DKFZp761H221
ATP13A4	DKFZp761I1011
L3MBTL2	DKFZP761I141
NUDT12	DKFZP761I172
ZMIZ2	DKFZp761I2123
EXOC6	DKFZp761I2124
ZCCHC9	DKFZp761J139
GARNL3	DKFZp761J1523
TMEM47	DKFZP761J17121
VWA5B2	DKFZp761K032
ARHGEF7	DKFZp761K1021
PSD3	DKFZp761K1423
JAZF1	DKFZp761K2222
PLEKHO2	DKFZp761K2312
KIAA1217	DKFZP761L0424
TMEM130	DKFZp761L1417
LRRC56	DKFZp761L1518
SESN2	DKFZp761M0212
CAMKK1	DKFZp761M0423
NEURL1B	DKFZP761M1511
PRR29	DKFZp761M2312
SLC37A3	DKFZp761N0624
IFT22	DKFZp761N0823
MFSD4A	DKFZp761N1114
LRP2BP	DKFZp761O0113
RTL6	DKFZp761O17121
TMEM132C	DKFZp761O2018
PRAG1	DKFZp761P0423
ADGRV1	DKFZp761P0710
STYK1	DKFZp761P1010
TANGO2	DKFZp761P1121
STUM	DKFZp761P211
SENP3	DKFZp762A152
QSOX2	DKFZp762A2013
TMTC2	DKFZp762A217
SLC43A3	DKFZp762A227
SENP2	DKFZp762A2316
FMNL3	DKFZp762B245
TMEM64	DKFZp762C1112
UBE2Q2	DKFZp762C143
EHBP1L1	DKFZp762C186
C19orf12	DKFZP762D096
NCOA4	DKFZp762E1112
HJURP	DKFZp762E1312
GPR137C	DKFZp762F0713
CRISPLD1	DKFZp762F133
HIF1AN	DKFZp762F1811
DHX33	DKFZp762F2011
PYROXD1	DKFZp762G094
NAIF1	DKFZp762G199
CEP41	DKFZp762H1311
ZNF786	DKFZp762I137
BBS5	DKFZp762I194
ZNF48	DKFZp762K013
GBA2	DKFZp762K054
FNDC3B	DKFZp762K137
SMARCAD1	DKFZp762K2015
SMARCAD1	DKFZP762K2015
STOX2	DKFZp762K222
CD109	DKFZp762L1111
DHTKD1	DKFZP762M115
BMT2	DKFZp762M126
PGS1	DKFZP762M186
HNRNPUL2	DKFZp762N1910
ZNF462	DKFZP762N2316
PIP4P2	DKFZp762O076
FAM102B	DKFZp779B126
C6orf222	DKFZp779B1540
ANKRD62	DKFZp779B1634
TBC1D4	DKFZp779C0666
RPL19	DKFZp779D216
ASB11	DKFZp779E2460
NHLRC2	DKFZp779F115
PCLO	DKFZp779G1236
RBM14	DKFZp779J0927
TRIQK	DKFZp779L1068
CCDC91	DKFZp779L1558
TNNT3	DKFZp779M2348
ZNF829	DKFZp779O175
SLC10A7	DKFZp779O2438
DENND2C	DKFZp779P1149
SLC25A34	DKFZp781A10161
AXIN2	DKFZp781B0869
DNAH14	DKFZp781B1548
SYT11	DKFZp781D015
ZNF28	DKFZp781D0275
NAV1	DKFZp781D0314
CHD2	DKFZp781D1727
UPRT	DKFZp781E1243
PPP6R3	DKFZp781E17107
PPP6R3	DKFZp781E2374
MROH2B	DKFZp781F0822
ZNF284	DKFZp781F1775
C18orf63	DKFZP781G0119
RNF43	DKFZp781H0392
PTBP3	DKFZp781I1117
MIER3	DKFZp781I1119
AKAP11	DKFZp781I12161
RALGAPB	DKFZp781M2411
PPP6R3	DKFZp781O2362
DKK1	DKK-1
DKK1	DKK1
DKK2	DKK2
DKK3	DKK3
DKK4	DKK4
DKKL1	DKKL1
EDAR	DL
DNASE2B	DLAD
DLAT	DLAT
DLC1	DLC-1
DLC1	DLC1
DLEC1	DLC1
DYNLL1	DLC1
DYNLL2	Dlc2
STARD13	DLC2
DYNLL1	DLC8
DLD	DLD
PDHX	DLDBP
DLD	DLDH
CLEC4C	DLEC
DLEC1	DLEC1
TRIM13	DLEU5
DLEU7	DLEU7
RNASEH2B	DLEU8
DLG1	DLG1
DLGAP5	DLG1
DLG2	DLG2
MPP2	DLG2
DLG3	DLG3
MPP3	DLG3
DLG4	DLG4
LLGL1	DLG4
DLG5	DLG5
MPP4	DLG6
DLGAP5	DLG7
DLGAP1	DLGAP1
DLGAP2	DLGAP2
DLGAP3	DLGAP3
DLGAP4	DLGAP4
DLGAP5	DLGAP5
DLG1	DLGH1
MAP3K12	DLK
DLK1	DLK1
DLK2	DLK2
DLL1	DLL1
DLL3	DLL3
DLL4	DLL4
ZBP1	DLM-1
ZBP1	DLM1
BCL9L	DLNB11
FOXR1	DLNB13
CCDC84	DLNB14
TXNL4B	DLP
DNAH12	DLP12
DNAH3	DLP3
DLST	DLST
DLAT	DLTA
DLST	DLTS
DLX1	DLX1
DLX2	DLX2
DLX3	DLX3
DLX4	DLX4
DLX5	DLX5
DLX6	DLX6
DLX4	DLX7
DLX4	DLX8
DLX4	DLX9
MAGED1	DLXIN-1
DMPK	DM
DMPK	DM1
DMPK	DM1PK
CNBP	DM2
C11orf24	DM4E3
DMAC1	DMAC1
DMAC2	DMAC2
SIX5	DMAHP
DMAP1	DMAP1
DMBT1	DMBT1
DMBX1	DMBX1
CXCL17	DMC
DYM	DMC
DMC1	DMC1
HID1	DMC1
DMD	DMD
SGCG	DMDA
SGCG	DMDA1
SGCA	DMDA2
UTRN	DMDL
DMGDH	DMGDH
SARDH	DMGDHL1
DMPK	DMK
DMKN	DMKN
SYNM	DMN
DMP1	DMP1
DMTF1	DMP1
DSPP	DMP3
FAM20C	DMP4
DMPK	DMPK
CDC42BPG	DMPK2
WDR20	DMR
DMWD	DMR-N9
DMRT1	DMRT1
DMRT2	DMRT2
DMRT3	DMRT3
DMRTA1	DMRTA1
DMRTA2	DMRTA2
DMRT3	DMRTA3
DMRTB1	DMRTB1
DMRTC1	DMRTC1
FAM236A	DMRTC1-AS1
DMRTC1B	DMRTC1B
DMRTC2	DMRTC2
DMTN	DMT
DMRT1	DMT1
SLC11A2	DMT1
DMTF1	DMTF
DMTF1	DMTF1
DMTN	DMTN
DMWD	DMWD
DMXL1	DMXL1
DMXL2	DMXL2
TAF9B	DN-7
TAF9B	DN7
PRKDC	DNA-PKcs
DNA2	DNA2
DNA2	DNA2L
MCM10	DNA43
DNAAF1	DNAAF1
DNAAF2	DNAAF2
DNAAF3	DNAAF3
DNAAF4	DNAAF4
DNAAF5	DNAAF5
GCFC2	DNABF
SCNN1D	dNaCh
DNAH1	DNAH1
DNAH10	DNAH10
DNAH10OS	DNAH10OS
DNAH11	DNAH11
DNAH12	DNAH12
DNAH12	DNAH12L
DNAH14	DNAH14
DNAH17	DNAH17
DNAH9	DNAH17L
DNAH2	DNAH2
DNAH3	DNAH3
DNAH5	DNAH5
DNAH6	DNAH6
DNAH7	DNAH7
DNAH12	DNAH7L
DNAH8	DNAH8
DNAH9	DNAH9
DNAH11	DNAHBL
DNAH1	DNAHC1
DNAH11	Dnahc11
DNAH11	DNAHC11
DNAH14	Dnahc14
DNAH12	Dnahc3
DNAH3	Dnahc3b
DNAH5	Dnahc5
DNAH6	Dnahc6
DNAH9	Dnahc9
DNAH17	DNAHL1
DNAI1	DNAI1
DNAI2	DNAI2
DNAJA2	DNAJ
DNAJC14	DNAJ
DNAJA1	DNAJA1
DNAJA2	DNAJA2
DNAJA3	DNAJA3
DNAJA4	DNAJA4
DNAJC21	DNAJA5
DNAJB1	DNAJB1
DNAJB11	DNAJB11
DNAJB12	DNAJB12
DNAJB13	DNAJB13
DNAJB14	DNAJB14
DNAJB2	DNAJB2
DNAJB4	DNAJB4
DNAJB5	DNAJB5
DNAJB6	DNAJB6
DNAJB7	DNAJB7
DNAJB8	DNAJB8
DNAJB9	DNAJB9
DNAJC1	DNAJC1
DNAJC10	DNAJC10
DNAJC11	DNAJC11
DNAJC12	DNAJC12
DNAJC13	DNAJC13
DNAJC14	DNAJC14
DNAJC15	DNAJC15
DNAJC16	DNAJC16
DNAJC17	DNAJC17
DNAJC18	DNAJC18
DNAJC19	DNAJC19
DNAJC2	DNAJC2
HSCB	DNAJC20
DNAJC21	DNAJC21
DNAJC22	DNAJC22
SEC63	DNAJC23
DNAJC24	DNAJC24
DNAJC25	DNAJC25
GAK	DNAJC26
DNAJC27	DNAJC27
DNAJC28	DNAJC28
SACS	DNAJC29
DNAJC3	DNAJC3
DNAJC30	DNAJC30
DNAJC4	DNAJC4
DNAJC5	DNAJC5
DNAJC5	DNAJC5A
DNAJC5B	DNAJC5B
DNAJC5G	DNAJC5G
DNAJC6	DNAJC6
DNAJC7	DNAJC7
DNAJC8	DNAJC8
DNAJC9	DNAJC9
DNAJC15	DNAJD1
DNAJC1	DNAJL1
DNAL1	DNAL1
DNAH9	DNAL1
DNAL4	DNAL4
DNALI1	DNALI1
CD226	DNAM-1
CD226	DNAM1
PRKDC	DNAPK
SPATS2L	DNAPTP6
DNASE1L1	DNAS1L1
DNASE1L2	DNAS1L2
DNASE1L3	DNAS1L3
DNASE1	DNASE1
DNASE1L1	DNASE1L1
DNASE1L2	DNASE1L2
DNASE1L3	DNASE1L3
DNASE2	DNASE2
DNASE2B	DNASE2B
DNASE1L1	DNASEX
RERE	DNB1
SLC45A1	DNB5
SLC25A19	DNC
DYNC1H1	DNCH1
DYNC2H1	DNCH2
DYNC1H1	Dnchc1
DYNC1I1	DNCI1
DYNC1I2	DNCI2
DYNC1I1	DNCIC1
DYNC1H1	DNCL
DYNLL1	DNCL1
DYNLL2	DNCL1B
DYNLRB1	DNCL2A
DYNLRB2	DNCL2B
DYNC1LI1	DNCLI1
DYNC1LI2	DNCLI2
DND1	DND1
DYNC1H1	DNECL
DNAH17	DNEL2
DNER	DNER
APEH	DNF15S2
MST1	DNF15S2
CLEC9A	DNGR-1
DNAH11	DNHBL
DNHD1	DNHD1
DNHD1	DNHD1L
DNAH12	DNHD2
DNAH2	DNHD3
DNAH6	DNHL1
DNAJA2	DNJ3
DNASE2	DNL
DNASE1	DNL1
DNASE1L1	DNL1L
DNASE2	DNL2
DYNLRB1	DNLC2A
DYNLRB2	DNLC2B
DNLZ	DNLZ
DNM1	DNM
DNM1	DNM1
DNM1L	DNM1L
DNM2	DNM2
DNM3	DNM3
DMAP1	DNMAP1
DNMBP	DNMBP
DNMT1	DNMT
DNMT1	DNMT1
TRDMT1	DNMT2
DNMT3A	DNMT3A
DNMT3B	DNMT3B
DNMT3L	DNMT3L
DMAP1	DNMTAP1
DNPEP	DNPEP
DNPH1	DNPH1
SLC17A6	DNPI
PRKDC	DNPK1
NT5C	dNT-1
NT5C	DNT-1
NT5M	dNT-2
NT5C	DNT1
NT5M	dNT2
FAM53A	DNTNP
DNTT	DNTT
DNTTIP1	DNTTIP1
DNTTIP2	DNTTIP2
ZDHHC21	DNZ1
ART4	DO
PLAA	DOA1
SKIV2L2	Dob1
CDK2AP1	doc-1
FILIP1L	DOC-1
CDK2AP2	DOC-1R
DAB2	DOC-2
ANAPC10	DOC1
CDK2AP1	DOC1
DOC2A	DOC2A
DOC2B	DOC2B
DOC2B	DOC2BL
AVIL	DOC6
DOCK1	DOCK1
DOCK10	DOCK10
DOCK11	DOCK11
DOCK1	DOCK180
DOCK2	DOCK2
DOCK3	DOCK3
DOCK4	DOCK4
DOCK5	DOCK5
DOCK6	DOCK6
DOCK7	DOCK7
DOCK8	DOCK8
DOCK9	DOCK9
PIN1	dod
ANO1	DOG1
DOHH	DOHH
DOK2	Dok-2
DOK7	Dok-7
DOK1	DOK1
ART4	DOK1
DOK2	DOK2
DOK3	DOK3
DOK4	DOK4
DOK5	DOK5
DOK6	DOK5L
DOK6	DOK6
DOK7	DOK7
DOLK	DOLK
DOLPP1	DOLPP1
SOX10	DOM
DXO	DOM3Z
SRCAP	DOMO1
NRG2	Don-1
PCGF3	DONG1
DONSON	DONSON
DOPEY1	DOPEY1
DOPEY2	DOPEY2
PRND	DOPPEL
TP53INP2	DOR
COG8	DOR1
IGSF6	DORA
CDK2AP1	DORC1
RNF19A	dorfin
ABHD14A	DORZ1
CBARP	DOS
DOT1L	DOT1
DOT1L	DOT1L
SNF8	Dot3
CFHR3	DOWN16
PTGDR	DP
TFDP1	Dp-1
TFDP2	Dp-2
PTGDR	DP1
REEP5	DP1
TFDP1	DP1
DDX20	DP103
REEP6	DP1L1
APC	DP2
PTGDR2	DP2
APC	DP2.5
APC	DP3
JUP	DP3
HRK	DP5
ANKRD34B	DP58
DPP8	DP8
DDX54	DP97
DPAGT1	DPAGT
DPAGT1	DPAGT1
DPAGT1	DPAGT2
SMAD4	DPC4
DPCD	DPCD
COASY	DPCK
DPCR1	DPCR1
DPYD	DPD
TGFB1	DPD1
PDE4C	DPDE1
PDE4A	DPDE2
PDE4D	DPDE3
PDE4B	DPDE4
POLE2	DPE2
DPEP1	DPEP1
DPEP2	DPEP2
DPEP3	DPEP3
DPF1	DPF1
DPF2	DPF2
DPF3	DPF3
DPH1	DPH1
DPH2	DPH2
DPH1	DPH2L
DPH1	DPH2L1
DPH2	DPH2L2
DPH3	DPH3
DPH3	DPH3A
DNAJC24	DPH4
DPH5	DPH5
DPH6	DPH6
DPH7	DPH7
DSP	DPI
DSP	DPII
JUP	DPIII
KCNK1	DPK
TAOK3	DPK
PRND	DPL
DPP6	DPL1
DNAH11	DPL11
DPP10	DPL2
DPM1	DPM1
DPM2	DPM2
DPM3	DPM3
CTSC	DPP1
DPP10	DPP10
DPP7	DPP2
DPP3	DPP3
DPP4	DPP4
DPP6	DPP6
DPP7	DPP7
DPP8	DPP8
DPP9	DPP9
DPPA2	DPPA2
DPPA3	DPPA3
DPPA4	DPPA4
DPPA5	DPPA5
DPP7	DPPII
DPP4	DPPIV
FAP	DPPIV
PLPP5	DPPL1
PLPP4	DPPL2
ATRN	DPPT-L
DPP6	DPPX
DPP10	DPPY
DPP8	DPRP1
DPP10	DPRP3
DPRX	DPRX
DPT	DPT
DPY19L1	DPY19L1
DPY19L2	DPY19L2
DPY19L3	DPY19L3
DPY19L4	DPY19L4
DPY30	DPY30
DYDC1	DPY30D1
DPYD	DPYD
DPYS	DPYS
CRMP1	DPYSL1
DPYSL2	DPYSL2
DPYSL3	DPYSL3
DPYSL4	DPYSL4
DPYSL5	DPYSL5
ZBTB20	DPZF
TOR1B	DQ1
TOR1A	DQ2
DQX1	DQX1
NME3	DR-nm23
DR1	DR1
WDR11	DR11
TNFRSF25	DR3
TNFSF12	DR3LG
TNFRSF10A	DR4
TNFRSF10B	DR5
TNFRSF21	DR6
SLC26A3	DRA
ADARB1	DRABA2
ADARB1	DRADA2
ARAP3	DRAG1
RGMB	DRAGON
RB1CC1	DRAGOU14
STK17A	DRAK1
STK17B	DRAK2
FHL2	DRAL
DRAM1	DRAM
DRAM1	DRAM1
DRAM2	DRAM2
BACE2	DRAP
DRAP1	DRAP1
ASIC3	DRASIC
DRAXIN	Draxin
DRAXIN	DRAXIN
RBM45	DRB1
ILF3	DRBP76
DRC1	DRC1
IQCD	DRC10
IQCA1	DRC11
CCDC65	DRC2
DRC3	DRC3
EPS8L1	DRC3
GAS8	DRC4
TCTE1	DRC5
FBXL13	DRC6
DRC7	DRC7
EFCAB2	DRC8
IQCG	DRC9
MUC13	DRCC1
FAM126A	DRCTNNB1A
DRD1	DRD1
DRD5	DRD1B
CALY	DRD1IP
DRD5	DRD1L2
DRD2	DRD2
DRD3	DRD3
DRD4	DRD4
DRD5	DRD5
KLHL24	DRE1
KCNIP3	DREAM
ZBED1	DREF
PRUNE1	DRES-17
PITPNM1	DRES9
VAX2	DRES93
METTL9	DREV1
DBF4B	DRF1
DIAPH3	DRF3
DRG1	DRG1
NDRG1	DRG1
DRGX	DRG11
DRG2	DRG2
DRGX	DRGX
DRICH1	DRICH1
ARID3A	DRIL1
ARID3B	DRIL2
UTP20	DRIM
C14orf28	DRIP-1
MED24	DRIP100
MED23	DRIP130
MED1	DRIP230
MED4	DRIP36
DNAJC14	DRIP78
MED17	DRIP80
MED16	DRIP92
NAP1L5	DRLM
GREM1	DRM
TREX1	DRN3
CCDC80	DRO1
ERH	DROER
DROSHA	DROSHA
DENR	DRP
UTRN	DRP
CRMP1	DRP-1
DAPK2	DRP-1
DPYSL2	DRP-2
DPYSL3	DRP-3
DPYSL4	DRP-4
DENR	DRP1
DNM1L	DRP1
UTRN	DRP1
DRP2	DRP2
DPYSL2	DRP2
DTNA	DRP3
ATN1	DRPLA
FAM107A	DRR1
KLF16	DRRF
DDX27	DRS1
ECI2	DRS1
EPHB2	DRT
TFDP1	DRTF1
CCR6	DRY-6
GPER1	DRY12
DHDDS	DS
MRPL58	DS-1
DSE	DS-Epi1
ACAA2	DSAEC
DSC3	DSC
DSC1	DSC1
DSC3	DSC1
DSC2	DSC2
DSC3	DSC2
DSC3	DSC3
DSC2	DSC3
DSC3	DSC4
ZNF771	DSC43
PRR16	DSC54
NGRN	DSC92
DSCAM	DSCAM
DSCAML1	DSCAML1
DSCC1	DSCC1
THEM6	DSCD75
TP53I13	DSCP1
RCAN1	DSCR1
RCAN2	DSCR1L1
RCAN3	DSCR1L2
PSMG1	DSCR2
DSCR3	DSCR3
PIGP	DSCR5
RIPPLY3	DSCR6
DSE	DSE
DSEL	DSEL
DCD	DSEP
DSE	DSEPI
DSG1	DSG
DSG1	DSG1
DSG2	DSG2
DSG3	DSG3
DSG4	DSG4
SH2D1A	DSHP
P4HB	DSI
TSC22D3	DSIPI
UBQLN2	Dsk2
UBQLN1	DSK2
GARS	DSMAV
DSN1	DSN1
DSP	DSP
PRRT2	DSPB3
BGN	DSPG1
DCN	DSPG2
EPYC	DSPG3
DSPP	DSPP
PIGP	DSRC
NR0B1	DSS
SEM1	DSS1
DST	DST
DSTN	DSTN
DSTYK	DSTYK
MREG	DSU
TSR2	DT1P1A10
S100A16	DT1P1A7
PHLDA1	DT1P1B11
NQO1	DTD
SLC26A2	DTD
DTD1	DTD1
DTD2	DTD2
SLC26A2	DTDST
DAND5	DTE
SCIMP	DTFT5783
DTHD1	DTHD1
TYRO3	Dtk
DTL	DTL
DTNA	DTN
DTNA	DTN-1
DTNA	DTN-2
DTNA	DTN-3
DTNA	DTNA
DTNB	DTNB
DTNBP1	DTNBP1
PPP1R42	dtr
HBEGF	DTR
SEC62	Dtrp1
HBEGF	DTS
DTWD1	DTWD1
DTWD2	DTWD2
DTX1	DTX1
DTX2	DTX2
DTX3	DTX3
DTX3L	DTX3L
DTX4	DTX4
DTYMK	DTYMK
USP17L2	DUB3
OTUD5	DUBA
OTUD6A	DUBA2
VCPIP1	DUBA3
OTUD3	DUBA4
OTUD6B	DUBA5
OTUD4	DUBA6
OTUD1	DUBA7
YOD1	DUBA8
STEAP3	dudlin-2
DTD1	DUEB
KALRN	DUET
MTFR2	DUFD1
CTDNEP1	DULLARD
KALRN	duo
DUOX1	DUOX1
DUOX2	DUOX2
DUOXA1	DUOXA1
DUOXA2	DUOXA2
CDT1	DUP
MSH3	DUP
DUPD1	DUPD1
CHD8	DUPLIN
CHN1	DURS2
DUS1L	DUS1
DUS1L	DUS1L
DUS2	DUS2
DUS2	DUS2L
DUS3L	DUS3
DUS3L	DUS3L
DUS4L	DUS4
DUS4L	DUS4L
DUSP1	DUSP1
DUSP12	DUSP1
DUSP10	DUSP10
