Parent	Parent_Index	Parent_Type	Target	Target_Index	Target_Type	Interaction
JAK2	7743	protein	Jak2/Leptin_Receptor_(complex)	7744	complex	component>
JAK2	7743	protein	IL13RA1/JAK2_(complex)	7105	complex	component>
JAK2	7743	protein	Activated_JAK1_JAK2_TYK2_(family)	282	family	member>
JAK2	7743	protein	JAK1_JAK2_TYK2_(family)	7741	family	member>
JAK2	7743	protein	JAK1_JAK2_TYK2_(family)	7741	family	member>
JAK2	7743	protein	JAKs_(family)	7750	family	member>
JAK2	7743	protein	CSF2RB/JAK2_(dimer)_(complex)	3279	complex	component>
JAK2	7743	protein	IL3RB/JAK2_(complex)	7226	complex	component>
JAK2	7743	protein	IL3RB/JAK2_(complex)	7226	complex	component>
JAK2	7743	protein	IL3RB/p-Y1007-JAK2_(complex)	7227	complex	component>
JAK2	7743	protein	p-S585-IL3RB/JAK2_(complex)	10720	complex	component>
JAK2	7743	protein	p(Y593)-Bc/JAK2_(complex)	10775	complex	component>
JAK2	7743	protein	p(Y593)-IL3RB/Activated_JAK2_(complex)	10776	complex	component>
JAK2	7743	protein	pY593Y628-IL3RB/JAK2_(complex)	12906	complex	component>
JAK2	7743	protein	IFNGR2/JAK2_(complex)	6938	complex	component>
JAK2	7743	protein	IFNGR2/p-JAK2_(complex)	6939	complex	component>
JAK2	7743	protein	IFN-gamma_R-beta/JAK2_(complex)	6878	complex	component>
JAK2	7743	protein	IL5/IL5RA/CSF2RB_(hexamer)/JAK2/JAK2_(complex)	7252	complex	component>
JAK2	7743	protein	IL23R/JAK2_(complex)	7166	complex	component>
JAK2	7743	protein	IL5RA/JAK2_(complex)	7259	complex	component>
JAK2	7743	protein	IFN-gamma/IFN-gamma_R-alpha/IFN-gamma_R-beta/JAK2/TID1_(complex)	6882	complex	component>
JAK2	7743	protein	IL3/IL3RA/CSF2RB_(dodecamer)/JAK2/JAK2_(complex)	7209	complex	component>
JAK2	7743	protein	IL-3/IL-3R-alpha/IL-3R-beta/JAK2_(complex)	7052	complex	component>
JAK2	7743	protein	GMCSF/GMR_alpha/CSF2RB/JAK2_(dodecamer)_(complex)	5852	complex	component>
JAK2	7743	protein	IL5/IL5RA/JAK2_(complex)	7256	complex	component>
JAK2	7743	protein	GMCSF/GMR_alpha/CSF2RB/JAK2_(dodecamer)/SHC/GRB2/GAB2/PI3K_(complex)	5855	complex	component>
JAK2	7743	protein	p-JAK2/SFKs/p-KIT_complex/p-STATs_(complex)	10697	complex	component>
JAK2	7743	protein	JAK2/SFKS/p-KIT_complex_(complex)	7746	complex	component>
JAK2	7743	protein	p-JAK2/SFKs/p-KIT_complex_(complex)	10695	complex	component>
JAK2	7743	protein	p-JAK2/SFKs/p-KIT_complex/p-STAT_dimers_(complex)	10696	complex	component>
JAK2	7743	protein	IFN-gamma/IFN-gammaR/JAK1/JAK1/JAK2/JAK2/SOCS1_(complex)	6885	complex	component>
JAK2	7743	protein	IFN-gamma/IFN-gammaR/JAK1/JAK1/JAK2/JAK2__/TCPTP_(complex)	6883	complex	component>
JAK2	7743	protein	IFN-gamma/IFN-gamma_R-alpha/IFN-gamma_R-beta/JAK2_(complex)	6881	complex	component>
JAK2	7743	protein	IFN-gamma_R-alpha/IFN-gamma_R-beta/JAK2/TID1/HSP70_(complex)	6875	complex	component>
IL-7/IL-7Ra/IL-2R-gamma/JAK1/JAK3_(complex)	7063	complex	STAT5A	14932	protein	-a>
IL-7/IL-7Ra/IL-2R-gamma/JAK1/JAK3_(complex)	7063	complex	BCL2	1661	protein	-a>
IL-7/IL-7Ra/IL-2R-gamma/JAK1/JAK3_(complex)	7063	complex	PTK2B	12859	protein	-a>
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	STAT5A	14932	protein	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	VAV2	16457	protein	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	CBL	2297	protein	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	SHC/GRB2/SOS1_(complex)	14239	complex	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	SHC/GRB2/SOS1_(complex)	14239	complex	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	BTK	1937	protein	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	RAP1A	13207	protein	-a|
EPO/EPOR_(dimer)/JAK2_(complex)	4576	complex	TEC	15438	protein	-a|
FER	5045	protein	STAT5A	14932	protein	-a|
BCL10	1657	protein	PDK1/CARD11/BCL10/MALT1_(complex)	11647	complex	component>
BCL10	1657	protein	PDK1/CARD11/BCL10/MALT1/TRAF6_(complex)	11648	complex	component>
BCL10	1657	protein	CARD11/BCL10/MALT1/TAK1_(complex)	2220	complex	component>
BCL10	1657	protein	BCL10/MALT1/TRAF6_(complex)	1660	complex	component>
TYK2	16101	protein	IL12Rbeta1/TYK2_(complex)	7101	complex	component>
TYK2	16101	protein	IFNAR2/TYK2_(complex)	6920	complex	component>
TYK2	16101	protein	IL-12R/TYK2/JAK2_(complex)	7040	complex	component>
TYK2	16101	protein	IFN-alpha/IFNAR1/IFNAR2/JAK1/TYK2_(complex)	6869	complex	component>
TYK2	16101	protein	IL12/IL12R/TYK2/JAK2/SOCS1_(complex)	7095	complex	component>
TYK2	16101	protein	IFN-beta/IFNAR1/IFNAR2/JAK1/TYK2_(complex)	6872	complex	component>
TYK2	16101	protein	IL12/IL12R/TYK2/JAK2/SPHK2_(complex)	7096	complex	component>
TYK2	16101	protein	Activated_JAK1_JAK2_TYK2_(family)	282	family	member>
TYK2	16101	protein	JAK1_JAK2_TYK2_(family)	7741	family	member>
TYK2	16101	protein	JAK1_JAK2_TYK2_(family)	7741	family	member>
IL12RB1	7099	protein	IL12Rbeta1/TYK2_(complex)	7101	complex	component>
IL12RB1	7099	protein	IL-12R/TYK2/JAK2_(complex)	7040	complex	component>
IL12RB1	7099	protein	IL-12/IL-12R_(complex)	7037	complex	component>
IL12RB1	7099	protein	IL12/IL12R/TYK2/JAK2/SOCS1_(complex)	7095	complex	component>
IL12RB1	7099	protein	IL12/IL12R/TYK2/JAK2/SPHK2_(complex)	7096	complex	component>
SMPD1	14572	protein	SM_(family)	14452	family	member>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/ENDOFIN/SMAD4_(complex)	15542	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/km23-1/SMAD2_(complex)	15544	complex	component>
TGFBR2	15577	protein	TGFB1/TGFBR2/Endoglin_(dimer)_(complex)	15561	complex	component>
TGFBR2	15577	protein	TGF-beta-R1/TGF-beta-R2_(complex)	15531	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/PML/SARA/SMAD2-3/AP2B2_(complex)	15548	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/SMAD7/SMURF1-2/CAV1_(complex)	15552	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/ENDOFIN_(complex)	15541	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/WWP1/SMAD7_(complex)	15557	complex	component>
TGFBR2	15577	protein	TGFB/TGFBR2/TGFBR1/STRAP/SMAD7/NEDD4-2_(complex)	15556	complex	component>
Incision_complex__with_3prime-incised_damaged_DNA_(complex)	7354	complex	ERCC1/XPF_complex_(complex)	4684	complex	-a>
Incision_complex__with_3prime-incised_damaged_DNA_(complex)	7354	complex	TFIIH_(complex)	15503	complex	-a>
Incision_complex__with_3prime-incised_damaged_DNA_(complex)	7354	complex	DDB1	3596	protein	-a>
DSP	3943	protein	MAPK_(family)	8596	family	-a>
NOTCH1	9817	protein	AP1_(complex)	1041	complex	-a>
NOTCH1	9817	protein	RBPJ/NICD_(complex)	13336	complex	component>
NOTCH1	9817	protein	NICD_(family)	9725	family	member>
NOTCH1	9817	protein	RBPJ/NICD/MAML1-2/p300_(complex)	13338	complex	component>
NOTCH1	9817	protein	NOTCH1_heterodimer_(complex)	9818	complex	component>
NOTCH1	9817	protein	NOTCH1_precursor/Deltex_homolog_1_(complex)	9828	complex	component>
NOTCH1	9817	protein	APC	1071	protein	-a|
NOTCH1	9817	protein	RBPJ/NICD/MAML1-2_(complex)	13337	complex	component>
NOTCH1	9817	protein	AXIN1	1527	protein	-a|
NOTCH1	9817	protein	CtIP/CtBP/LSD1_(complex)	3318	complex	component>
NOTCH1	9817	protein	NOTCH1_heterodimer/MAGP1-2_(complex)	9825	complex	component>
NOTCH1	9817	protein	NICD/RBPSUH_(complex)	9727	complex	component>
NOTCH1	9817	protein	Bergmann_glial_cell_differentiation_(abstract)	1693	abstract	-a>
KIF3A	7950	protein	GLI3	5760	protein	-a>
KIF3A	7950	protein	GLI2A	5758	protein	-a|
Su(fu)/SIN3/HDAC_complex_(complex)	15013	complex	GLI3	5760	protein	-a>
Su(fu)/SIN3/HDAC_complex_(complex)	15013	complex	GLI1	5753	protein	-a>
IFT88	6941	protein	GLI3	5760	protein	-a>
IFT88	6941	protein	GLI2A	5758	protein	-a|
IRAK1	7592	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)	6651	complex	component>
IRAK1	7592	protein	TLR2/TLR6_activating_compounds/TLR2/TLR6/MYD88/IRAK/CD14_(complex)	15708	complex	component>
IRAK1	7592	protein	TLR2/TLR6_activating_compounds/TLR2/TLR2/MYD88/IRAK/CD14_(complex)	15707	complex	component>
IRAK1	7592	protein	TLR2/TLR2/MYD88/IRAK_(complex)	15705	complex	component>
IRAK1	7592	protein	Imiquimod/TLR7/TLR7/MYD88/IRAK_(complex)	7325	complex	component>
IRAK1	7592	protein	R848/TLR7/TLR7/MYD88/IRAK_(complex)	13034	complex	component>
IRAK1	7592	protein	IRAK1/p-S2T-IRAK4_/oligo-MyD88/activated_TLR_7/8_or_9_(complex)	7599	complex	component>
IRAK1	7592	protein	TLR2/TLR6/MYD88/IRAK_(complex)	15709	complex	component>
IRAK1	7592	protein	p-IRAK1/p-IRAK4/oligo-MyD88/activated_TLR7/8_or_9_complex_(complex)	10682	complex	component>
IRAK1	7592	protein	pp-IRAK1/p-IRAK4/oligo-MyD88/activated_TLR_7/8_or_9_complex_(complex)	12402	complex	component>
IRAK1	7592	protein	p-3S3T-IRAK1/p-S2T-IRAK4/oligo-MyD88/activated_TLR7/8_or_9_(complex)	10659	complex	component>
IRAK1	7592	protein	IL1_beta_fragment/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7076	complex	component>
IRAK1	7592	protein	IRAK1/p-S2T-IRAK4/oligo-MyD88/activated_TLR5/10_(complex)	7601	complex	component>
IRAK1	7592	protein	LPS/TLR4/TLR4/MYD88/IRAK/TRAF6_(complex)	8436	complex	component>
IRAK1	7592	protein	p-IRAK1/p-IRAK4/oligo-MyD88l/activated_TLR5_or_10_(complex)	10684	complex	component>
IRAK1	7592	protein	pp-IRAK1/p-IRAK4/oligo-MyD88_/activated_TLR5_or_10_complex_(complex)	12400	complex	component>
IRAK1	7592	protein	hp-IRAK1/K6-polyUb_TRAF6_(complex)	6724	complex	component>
IRAK1	7592	protein	IL-1/IL-1R/MYD88/IRAK/TRAF6_(complex)	7032	complex	component>
IRAK1	7592	protein	TRAF6/hp-IRAK1_(complex)	15890	complex	component>
IRAK1	7592	protein	IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7069	complex	component>
IRAK1	7592	protein	IL-1R/MYD88/IRAK/TRAF6_(complex)	7041	complex	component>
IRAK1	7592	protein	IL1_receptor_complex-activated_IRAK4/TOLLIP/IRAK1_(complex)	7087	complex	component>
IRAK1	7592	protein	IL1_receptor_complex-_activated_IRAK4/TOLLIP/p-IRAK1_(complex)	7085	complex	component>
IRAK1	7592	protein	IL1_receptor_complex-_activated_IRAK4/TOLLIP/hp-IRAK1_(complex)	7084	complex	component>
IRAK1	7592	protein	NGF_(dimer)/p75(NTR)/TRAF6/RIP2/IRAK/p62/Atypical_PKCs_(complex)	9685	complex	component>
IRAK1	7592	protein	IRAK/TRAF6_(complex)	7588	complex	component>
IRAK1	7592	protein	IRAK1/MYD88_(complex)	7596	complex	component>
IRAK1	7592	protein	Poly_(I/c)TLR3/TLR3/MYD88/IRAK_(complex)	12326	complex	component>
IRAK1	7592	protein	hp-IRAK1/activated_IRAK4/MyD88oligomer/activated_TLR5_or_10_(complex)	6720	complex	component>
IRAK1	7592	protein	NGF_ligand/p75NTR/Phospho-IRAK1/MYD88/TRAF6_(complex)	9700	complex	component>
IRAK1	7592	protein	TLR3/TLR3/MYD88/IRAK_(complex)	15713	complex	component>
IRAK1	7592	protein	TLR4/TLR4/MYD88/IRAK/TRAF6_(complex)	15720	complex	component>
IRAK1	7592	protein	TLR7/TLR7/MYD88/IRAK_(complex)	15731	complex	component>
IRAK4	7607	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)	6651	complex	component>
IRAK4	7607	protein	IRAK4/oligo-MyD88/activated_TLR_7/8_or_9_(complex)	7610	complex	component>
IRAK4	7607	protein	p-S2T-IRAK4/oligo-MyD88/activated_TLR7/8_or_9_receptor_(complex)	10718	complex	component>
IRAK4	7607	protein	IRAK4/oligo-MyD88/activated_TLR5_or_10_(complex)	7611	complex	component>
IRAK4	7607	protein	p-S2T-IRAK4/oligo-MyD88/activated_TLR5_or_10_(complex)	10717	complex	component>
IRAK4	7607	protein	IL1_beta_fragment/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7076	complex	component>
IRAK4	7607	protein	IL1_beta_fragment/IL1R1/IL1RAP/MYD88/IRAK4_(complex)	7075	complex	component>
IRAK4	7607	protein	IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4_(complex)	7068	complex	component>
IRAK4	7607	protein	IL1_alpha/IL1R1/IL1RAP/MYD88/IRAK4/IRAK/TOLLIP_(complex)	7069	complex	component>
IRAK4	7607	protein	IL1_receptor_complex_(complex)	7083	complex	component>
IRAK4	7607	protein	IL1_receptor_complex_-_activated_IRAK4/TOLLIP_(complex)	7082	complex	component>
IRAK4	7607	protein	IL1_beta_fragment/IL1R1/IL1RAP/MYD88/IRAK4/TOLLIP_(complex)	7077	complex	component>
TLR2	15701	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)	6651	complex	component>
TLR2	15701	protein	TLR2/TLR6_activating_compounds/TLR2/TLR6/MYD88/IRAK/CD14_(complex)	15708	complex	component>
TLR2	15701	protein	BGN/TLR2/TLR1/MD2_(dimer)_(complex)	1754	complex	component>
TLR2	15701	protein	TLR2/TLR6_activating_compounds/TLR2/TLR2/MYD88/IRAK/CD14_(complex)	15707	complex	component>
TLR2	15701	protein	NTHI/TLR2/MYD88_(complex)	10055	complex	component>
TLR2	15701	protein	TLR2/TLR2/MYD88/IRAK_(complex)	15705	complex	component>
TLR2	15701	protein	HSP60/TLR2/TLR1_(complex)	6766	complex	component>
TLR2	15701	protein	SAA1/TLR2/TLR1_(complex)	14008	complex	component>
TLR2	15701	protein	SFTPA1/TLR2/TLR1_(complex)	14194	complex	component>
TLR2	15701	protein	HMGB1/TLR2/TLR1_(complex)	6649	complex	component>
TLR2	15701	protein	TLR2/TLR6/MYD88/IRAK_(complex)	15709	complex	component>
TLR2	15701	protein	VCAN/TLR2/TLR1_(complex)	16472	complex	component>
TLR2	15701	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP_(complex)	6650	complex	component>
TLR2	15701	protein	TLR2/MYD88_(complex)	15703	complex	component>
IRAK2	7602	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)	6651	complex	component>
IRAK2	7602	protein	IRAK2/p-S2T-IRAK4/oligo-MyD88/activated_TLR5/10_(complex)	7604	complex	component>
IRAK2	7602	protein	IRAK2/p-S2T-IRAK4/oligo-MyD88/activated_TLR_7/8_or9_(complex)	7603	complex	component>
IRAK2	7602	protein	p-IRAK2/K63-linked_pUb_oligo-TRAF6_(complex)	10685	complex	component>
IRAK2	7602	protein	p-IRAK2/p-IRAK4/oligo-MyD88/activated_TLR_7/8_or9_(complex)	10689	complex	component>
IRAK2	7602	protein	p-IRAK2/p-IRAK4/oligo-MyD88/activated_TLR5_or_10_(complex)	10690	complex	component>
HMGB1	6646	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP/IRAK/IRAK2/IRAK4_(complex)	6651	complex	component>
HMGB1	6646	protein	HMGB1/TLR2/TLR1_(complex)	6649	complex	component>
HMGB1	6646	protein	Topo_II/HMG1/HMG2/Histone_H1_(complex)	15822	complex	component>
HMGB1	6646	protein	HMGB1/TLR2/TLR1/MYD88/TIRAP_(complex)	6650	complex	component>
BRCA1/BARD1_(complex)	1905	complex	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	-a|
BRCA1/BARD1_(complex)	1905	complex	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	-a|
BRCA1/BARD1_(complex)	1905	complex	BRCA1/BARD1/p53_(complex)	1909	complex	component>
BRCA1/BARD1_(complex)	1905	complex	BRCA1/BARD1/RAD51/PCNA_(complex)	1910	complex	component>
FANCG	4935	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCG	4935	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCG	4935	protein	FA_complex_(complex)	4854	complex	component>
FANCG	4935	protein	FA_core_complex/FANCM/FAAP24/MHF1/MHF2/BLM/TOP3A/BLAP75_(complex)	4857	complex	component>
FANCG	4935	protein	FANCA/FANCB/FANCC/FANCF/FANCG/FANCL/UBE2T/HES1/FAAP100_(complex)	4923	complex	component>
FANCF	4934	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCF	4934	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCF	4934	protein	FA_complex_(complex)	4854	complex	component>
FANCF	4934	protein	FA_core_complex/FANCM/FAAP24/MHF1/MHF2/BLM/TOP3A/BLAP75_(complex)	4857	complex	component>
FANCF	4934	protein	FANCA/FANCB/FANCC/FANCF/FANCG/FANCL/UBE2T/HES1/FAAP100_(complex)	4923	complex	component>
FANCA	4922	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCA	4922	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCA	4922	protein	FA_complex_(complex)	4854	complex	component>
FANCA	4922	protein	FA_core_complex/FANCM/FAAP24/MHF1/MHF2/BLM/TOP3A/BLAP75_(complex)	4857	complex	component>
FANCA	4922	protein	FANCA/FANCB/FANCC/FANCF/FANCG/FANCL/UBE2T/HES1/FAAP100_(complex)	4923	complex	component>
FANCE	4933	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCE	4933	protein	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
FANCE	4933	protein	FA_complex_(complex)	4854	complex	component>
FANCE	4933	protein	FA_core_complex/FANCM/FAAP24/MHF1/MHF2/BLM/TOP3A/BLAP75_(complex)	4857	complex	component>
ubiquitin_(family)	16256	family	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
ubiquitin_(family)	16256	family	FA_complex/FANCD2/Ubiquitin_(complex)	4855	complex	component>
ubiquitin_(family)	16256	family	Phospho-SPROUTY_ubiquitinated_(complex)	11884	complex	component>
ubiquitin_(family)	16256	family	UbC6/7/ubiquitin_(complex)	16211	complex	component>
ubiquitin_(family)	16256	family	SUMO-1/ubiquitin_(complex)	15063	complex	component>
ubiquitin_(family)	16256	family	Ubiquitin/E2_conjugating_enzymes_(complex)	16260	complex	component>
ubiquitin_(family)	16256	family	FANCD2/ubiquitin_(complex)	4932	complex	component>
ubiquitin_(family)	16256	family	VHL/E2/ubiquitin_(complex)	16599	complex	component>
ubiquitin_(family)	16256	family	ubiquitin/p53/E2_(complex)	16261	complex	component>
ubiquitin_(family)	16256	family	UbCH7/8/Parkin/Substrate/ubiquitin_(complex)	16213	complex	component>
ubiquitin_(family)	16256	family	I-kappa-B-alpha/RELA/p50/ubiquitin_(complex)	6836	complex	component>
ubiquitin_(family)	16256	family	E1_bound_ubiquitin_(complex)	4046	complex	component>
ubiquitin_(family)	16256	family	multiubiquitinated_CD4/Vpu/beta-TrCP_1/Skp1_complex_(complex)	9147	complex	component>
ubiquitin_(family)	16256	family	Ub-ERBB4/WWP1/ITCH_(complex)	16187	complex	component>
ubiquitin_(family)	16256	family	Ub-ERBB4jmAcyt1s80/NEDD4_(complex)	16188	complex	component>
ubiquitin_(family)	16256	family	multi-ubiquitinated_APOBEC3G/Vif/Cul5/SCF_complex_(complex)	9143	complex	component>
ubiquitin_(family)	16256	family	Ubiquitinated_Phospho-Cdc25A_(complex)	16273	complex	component>
ubiquitin_(family)	16256	family	Ubiquitin/Y55/Y227-phospho_Sprouty_2/CBL_(complex)	16263	complex	component>
ubiquitin_(family)	16256	family	multiubiquitinated_cell_cycle_protein/APC/C/Cdh1_complex_(complex)	9149	complex	component>
ubiquitin_(family)	16256	family	Substrate/ubiquitin_(complex)	15019	complex	component>
ubiquitin_(family)	16256	family	E2/ubiquitin_(complex)	4097	complex	component>
ubiquitin_(family)	16256	family	ubiquitinated_phospho-beta-catenin/SCF/beta-TrCP1_complex_(complex)	16272	complex	component>
ubiquitin_(family)	16256	family	Ligand-responsive_Ub-p-6Y-EGFR_mutants/p-Y371-CBL_(complex)	8294	complex	component>
ubiquitin_(family)	16256	family	Ubiquitinated_phospho-IkB_(complex)	16275	complex	component>
ubiquitin_(family)	16256	family	SCF-associated_multiubiquitinated_Emi1complexes_(complex)	14035	complex	component>
ubiquitin_(family)	16256	family	Multiubiquitinated_Nek2A_(complex)	9152	complex	component>
ubiquitin_(family)	16256	family	ubiquitinated_phospho-COP1(ser-387)_(complex)	16274	complex	component>
IFNAR1	6911	protein	IFNAR1/IFNAR2_(complex)	6912	complex	component>
IFNAR1	6911	protein	Interferon_receptor/Type_I_IFN_(complex)	7518	complex	component>
IFNAR1	6911	protein	IFN-alpha/IFNAR1/IFNAR2/JAK1/TYK2_(complex)	6869	complex	component>
IFNAR1	6911	protein	IFN-beta/IFNAR1/IFNAR2_(complex)	6871	complex	component>
IFNAR1	6911	protein	IFN-beta/IFNAR1/IFNAR2/JAK1/TYK2_(complex)	6872	complex	component>
Active_MAPKAP_kinase_(family)	365	family	phospho-p38_MAPK_/_phospho_MAPKAPK2_or_phospho_MaPKAPK3_(complex)	11870	complex	component>
CENPH	2725	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPH	2725	protein	CENP-(HI_K)_complex_(complex)	2716	complex	component>
CASC5	2238	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CASC5	2238	protein	KMN_network_(complex)	8051	complex	component>
CENPK	2728	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPK	2728	protein	CENP-(HI_K)_complex_(complex)	2716	complex	component>
CENPQ	2734	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPQ	2734	protein	CENP-O_complex_(complex)	2718	complex	component>
CENPO	2732	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPO	2732	protein	CENP-O_complex_(complex)	2718	complex	component>
CENPN	2731	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPN	2731	protein	CCAN_network_(complex)	2335	complex	component>
ITGB3BP	7705	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
ITGB3BP	7705	protein	CENP-O_complex_(complex)	2718	complex	component>
ITGB3BP	7705	protein	NRIF_(family)	9999	family	member>
CENPP	2733	protein	Centromeric_Chromatin/CENPH-I_Complex_(complex)	2743	complex	component>
CENPP	2733	protein	CENP-O_complex_(complex)	2718	complex	component>
cortisol/GR_alpha/BRG1/BAF155/BAF170/BAF60A_(complex)	3170	complex	chromatin_remodeling_(abstract)	2872	abstract	-a>
cortisol/GR_alpha/BRG1/BAF155/BAF170/BAF60A_(complex)	3170	complex	SGK1	14199	protein	-t>
SMARCD3	14544	protein	chromatin_remodeling_(abstract)	2872	abstract	-a>
glucocorticoid/glucocorticoid_receptor/glucocorticoid/glucocorticoid_receptor/hSWI/SNF_(complex)	5785	complex	chromatin_remodeling_(abstract)	2872	abstract	-a>
CD14	2428	protein	TLR2/TLR6_activating_compounds/TLR2/TLR6/MYD88/IRAK/CD14_(complex)	15708	complex	component>
CD14	2428	protein	BGN/TLR2/TLR1/MD2_(dimer)_(complex)	1754	complex	-a>
CD14	2428	protein	TLR2/TLR6_activating_compounds/TLR2/TLR2/MYD88/IRAK/CD14_(complex)	15707	complex	component>
CD14	2428	protein	VCAN/TLR2/TLR1_(complex)	16472	complex	-a>
CD14	2428	protein	alpha4/beta1_Integrin/CD14_(complex)	712	complex	component>
TLR6	15724	protein	TLR2/TLR6_activating_compounds/TLR2/TLR6/MYD88/IRAK/CD14_(complex)	15708	complex	component>
TLR6	15724	protein	TLR2/TLR6/MYD88/IRAK_(complex)	15709	complex	component>
TLR6	15724	protein	VCAN/TLR2/TLR1_(complex)	16472	complex	component>
oligo-MyD88/activated_TLR7-9_(complex)	10203	complex	IRAK4/oligo-MyD88/activated_TLR_7/8_or_9_(complex)	7610	complex	component>
oligo-MyD88/activated_TLR7-9_(complex)	10203	complex	p-S2T-IRAK4/oligo-MyD88/activated_TLR7/8_or_9_receptor_(complex)	10718	complex	component>
HK2	6593	protein	glucokinase_and_hexokinases_(family)	5787	family	member>
SIRT1	14330	protein	T-DHT/AR/TIF2_(complex)	15225	complex	-a|
SIRT1	14330	protein	KU70/SIRT1_(complex)	8108	complex	component>
SIRT1	14330	protein	SIRT1/MEF2D/HDAC4_(complex)	14334	complex	component>
SIRT1	14330	protein	SIRT1/Histone_H1b_(complex)	14333	complex	component>
CNTN2	3023	protein	TIP1/VELI1/TAX/TRX_(complex)	15670	complex	component>
CNTN2	3023	protein	NrCAM/Axonin-1_(complex)	9953	complex	component>
CNTN2	3023	protein	L1/Axonin-1_(complex)	8134	complex	component>
FOS_(rna)	5273	rna	FOSL2	5277	protein	-a>
FOS_(rna)	5273	rna	FOSL1	5276	protein	-a>
SIPA1	14321	protein	RAP1/GDP_(complex)	13203	complex	-a|
SIPA1	14321	protein	afadin/SPA-1_(complex)	517	complex	component>
INCENP	7353	protein	Chromosome_passenger_complex_(complex)	2878	complex	component>
INCENP	7353	protein	Chromosomal_passenger_complex_(complex)	2875	complex	component>
INCENP	7353	protein	Chromosomal_passenger_complex/EVI5_(complex)	2877	complex	component>
INCENP	7353	protein	BUB1	1942	protein	-a|
INCENP	7353	protein	Kinetochore_(complex)	7981	complex	component>
AURKB	1493	protein	Chromosome_passenger_complex_(complex)	2878	complex	component>
AURKB	1493	protein	Chromosomal_passenger_complex_(complex)	2875	complex	component>
AURKB	1493	protein	Chromosomal_passenger_complex/EVI5_(complex)	2877	complex	component>
AURKB	1493	protein	(APC/C/Cdh1)-targeted_cell_cycle_proteins_(family)	7	family	member>
AURKB	1493	protein	CENPA	2719	protein	-a|
AURKB	1493	protein	VIM	16608	protein	-a|
AURKB	1493	protein	DES	3684	protein	-a|
AURKB	1493	protein	NSUN2/NPM1/Nucleolin_(complex)	10032	complex	-a|
AURKB	1493	protein	Aurora_B/RasGAP/Survivin_(complex)	1511	complex	component>
AURKB	1493	protein	hSgo1/Aurora_B/Survivin_(complex)	6758	complex	component>
AURKB	1493	protein	Condensin_I_complex_(complex)	3113	complex	-a|
